"Zip
Code",State,County,Lat,"Place
Name",Long
1223,MA,Berkshire,42.3594,Becket,-73.1203
1224,MA,Berkshire,42.5126,Berkshire,-73.1929
1225,MA,Berkshire,42.5611,Cheshire,-73.158
1226,MA,Berkshire,42.475,Dalton,-73.1603
1227,MA,Berkshire,42.4737,Dalton,-73.1662
1229,MA,Berkshire,42.2793,Glendale,-73.3435
1230,MA,Berkshire,42.1959,Great Barrington,-73.3607
1235,MA,Berkshire,42.4298,Hinsdale,-73.0724
1236,MA,Berkshire,42.2653,Housatonic,-73.3745
1237,MA,Berkshire,42.5173,Lanesborough,-73.2282
1238,MA,Berkshire,42.299,Lee,-73.2317
1240,MA,Berkshire,42.3642,Lenox,-73.2713
1242,MA,Berkshire,42.3386,Lenox Dale,-73.2509
1243,MA,Hampshire,42.3561,Middlefield,-73.0104
1244,MA,Berkshire,42.1228,Mill River,-73.254
1245,MA,Berkshire,42.1867,Monterey,-73.2065
1247,MA,Berkshire,42.6955,North Adams,-73.08
1252,MA,Berkshire,42.1986,North Egremont,-73.4462
1253,MA,Berkshire,42.1931,Otis,-73.0918
1254,MA,Berkshire,42.3784,Richmond,-73.3645
1255,MA,Berkshire,42.1094,Sandisfield,-73.1163
1256,MA,Berkshire,42.577,Savoy,-73.0233
1257,MA,Berkshire,42.1001,Sheffield,-73.3611
1258,MA,Berkshire,42.1012,South Egremont,-73.4566
1259,MA,Berkshire,42.078,Southfield,-73.2609
1260,MA,Berkshire,42.2779,South Lee,-73.2773
1262,MA,Berkshire,42.301,Stockbridge,-73.3223
1263,MA,Berkshire,42.3929,Stockbridge,-73.2285
1264,MA,Berkshire,42.22,Tyringham,-73.1979
1266,MA,Berkshire,42.3348,West Stockbridge,-73.3825
1267,MA,Berkshire,42.7089,Williamstown,-73.2036
1270,MA,Berkshire,42.515,Windsor,-73.0412
1301,MA,Franklin,42.6013,Greenfield,-72.6236
1302,MA,Franklin,42.5222,Greenfield,-72.6242
1330,MA,Franklin,42.5232,Ashfield,-72.811
1331,MA,Worcester,42.5959,Athol,-72.2267
1337,MA,Franklin,42.6952,Bernardston,-72.5772
1338,MA,Franklin,42.5736,Buckland,-72.8213
1339,MA,Franklin,42.608,Charlemont,-72.8901
1340,MA,Franklin,42.679,Colrain,-72.7265
1341,MA,Franklin,42.5138,Conway,-72.7025
1342,MA,Franklin,42.5406,Deerfield,-72.6072
1343,MA,Berkshire,42.6427,Drury,-72.9862
1344,MA,Franklin,42.6076,Erving,-72.4292
1346,MA,Franklin,42.6853,Heath,-72.8391
1347,MA,Franklin,42.5566,Lake Pleasant,-72.5181
1349,MA,Franklin,42.582,Millers Falls,-72.4926
1350,MA,Franklin,42.7215,Monroe Bridge,-72.9762
1351,MA,Franklin,42.5429,Montague,-72.5328
1354,MA,Franklin,42.6404,Gill,-72.4995
1355,MA,Franklin,42.5146,New Salem,-72.3062
1360,MA,Franklin,42.6887,Northfield,-72.451
1364,MA,Franklin,42.6129,Orange,-72.2924
1366,MA,Worcester,42.4898,Petersham,-72.1893
1367,MA,Franklin,42.6953,Rowe,-72.9258
1368,MA,Worcester,42.6722,Royalston,-72.1964
1370,MA,Franklin,42.6022,Shelburne Falls,-72.7391
1373,MA,Franklin,42.4756,South Deerfield,-72.6153
1375,MA,Franklin,42.4539,Sunderland,-72.5676
1376,MA,Franklin,42.5954,Turners Falls,-72.5557
1378,MA,Franklin,42.6671,Warwick,-72.3397
1379,MA,Franklin,42.5656,Wendell,-72.4009
1380,MA,Franklin,42.5534,Wendell Depot,-72.3927
1420,MA,Worcester,42.5796,Fitchburg,-71.8031
1430,MA,Worcester,42.6496,Ashburnham,-71.9267
1431,MA,Middlesex,42.6745,Ashby,-71.8174
1432,MA,Middlesex,42.5591,Ayer,-71.5788
1434,MA,Worcester,42.5385,Devens,-71.6115
1436,MA,Worcester,42.5936,Baldwinville,-72.0646
1438,MA,Worcester,42.5631,East Templeton,-72.037
1440,MA,Worcester,42.574,Gardner,-71.9898
1441,MA,Worcester,42.5459,Westminster,-71.9106
1450,MA,Middlesex,42.6124,Groton,-71.5584
1451,MA,Worcester,42.4986,Harvard,-71.5753
1452,MA,Worcester,42.4865,Hubbardston,-72.0012
1453,MA,Worcester,42.5274,Leominster,-71.7563
1460,MA,Middlesex,42.5401,Littleton,-71.4877
1462,MA,Worcester,42.5884,Lunenburg,-71.7266
1463,MA,Middlesex,42.6689,Pepperell,-71.5934
1464,MA,Middlesex,42.5734,Shirley,-71.6483
1467,MA,Worcester,42.4871,Still River,-71.6131
1468,MA,Worcester,42.546,Templeton,-72.065
1469,MA,Middlesex,42.6525,Townsend,-71.6896
1470,MA,Middlesex,42.6112,Groton,-71.5745
1471,MA,Middlesex,42.6112,Groton,-71.5745
1472,MA,Middlesex,42.6043,West Groton,-71.6273
1473,MA,Worcester,42.5483,Westminster,-71.9096
1474,MA,Middlesex,42.6678,West Townsend,-71.7522
1475,MA,Worcester,42.6789,Winchendon,-72.0475
1501,MA,Worcester,42.2055,Auburn,-71.8391
1503,MA,Worcester,42.3844,Berlin,-71.6356
1504,MA,Worcester,42.0287,Blackstone,-71.5269
1505,MA,Worcester,42.3377,Boylston,-71.731
1506,MA,Worcester,42.1991,Brookfield,-72.0989
1507,MA,Worcester,42.1379,Charlton,-71.9664
1508,MA,Worcester,42.1459,Charlton City,-71.9884
1509,MA,Worcester,42.1731,Charlton Depot,-71.9787
1510,MA,Worcester,42.4181,Clinton,-71.6828
1515,MA,Worcester,42.2193,East Brookfield,-72.0481
1516,MA,Worcester,42.0528,Douglas,-71.7509
1518,MA,Worcester,42.1228,Fiskdale,-72.1178
1519,MA,Worcester,42.2004,Grafton,-71.6868
1520,MA,Worcester,42.342,Holden,-71.8414
1521,MA,Hampden,42.0403,Holland,-72.1544
1522,MA,Worcester,42.3755,Jefferson,-71.8706
1523,MA,Worcester,42.451,Lancaster,-71.6868
1524,MA,Worcester,42.237,Leicester,-71.9188
1525,MA,Worcester,42.0973,Linwood,-71.6448
1526,MA,Worcester,42.0945,Manchaug,-71.7476
1527,MA,Worcester,42.1968,Millbury,-71.7644
1529,MA,Worcester,42.0331,Millville,-71.5798
1531,MA,Worcester,42.3198,New Braintree,-72.1306
1532,MA,Worcester,42.3182,Northborough,-71.6464
1534,MA,Worcester,42.1494,Northbridge,-71.6564
1535,MA,Worcester,42.2665,North Brookfield,-72.0821
1536,MA,Worcester,42.2297,North Grafton,-71.7037
1537,MA,Worcester,42.1655,North Oxford,-71.886
1538,MA,Worcester,42.0876,North Uxbridge,-71.6412
1540,MA,Worcester,42.1129,Oxford,-71.8687
1541,MA,Worcester,42.4508,Princeton,-71.8762
1542,MA,Worcester,42.1997,Rochdale,-71.9069
1543,MA,Worcester,42.3762,Rutland,-71.949
1545,MA,Worcester,42.2848,Shrewsbury,-71.7205
1546,MA,Worcester,42.3648,Shrewsbury,-71.8969
1550,MA,Worcester,42.075,Southbridge,-72.0353
1560,MA,Worcester,42.176,South Grafton,-71.6927
1561,MA,Worcester,42.4435,South Lancaster,-71.6861
1562,MA,Worcester,42.2441,Spencer,-71.9906
1564,MA,Worcester,42.4354,Sterling,-71.7752
1566,MA,Worcester,42.1126,Sturbridge,-72.0842
1568,MA,Worcester,42.1756,Upton,-71.6032
1569,MA,Worcester,42.0744,Uxbridge,-71.6329
1570,MA,Worcester,42.0521,Webster,-71.8486
1571,MA,Worcester,42.0489,Dudley,-71.8932
1581,MA,Worcester,42.2679,Westborough,-71.6176
1583,MA,Worcester,42.3584,West Boylston,-71.7838
1585,MA,Worcester,42.2441,West Brookfield,-72.1511
1586,MA,Worcester,42.1712,West Millbury,-71.8037
1588,MA,Worcester,42.1153,Whitinsville,-71.6644
1590,MA,Worcester,42.1266,Sutton,-71.7552
1601,MA,Worcester,42.2626,Worcester,-71.8023
1602,MA,Worcester,42.2703,Worcester,-71.8417
1603,MA,Worcester,42.245,Worcester,-71.838
1604,MA,Worcester,42.2541,Worcester,-71.7746
1605,MA,Worcester,42.2894,Worcester,-71.7888
1606,MA,Worcester,42.311,Worcester,-71.7958
1607,MA,Worcester,42.2303,Worcester,-71.7938
1608,MA,Worcester,42.2624,Worcester,-71.8003
1609,MA,Worcester,42.2826,Worcester,-71.8277
1610,MA,Worcester,42.2492,Worcester,-71.8108
1611,MA,Worcester,42.2373,Cherry Valley,-71.875
1612,MA,Worcester,42.3066,Paxton,-71.9202
1613,MA,Worcester,42.2933,Worcester,-71.802
1614,MA,Worcester,42.2626,Worcester,-71.8023
1615,MA,Worcester,42.2626,Worcester,-71.8023
1653,MA,Worcester,42.3648,Worcester,-71.8969
1655,MA,Worcester,42.3648,Worcester,-71.8969
1701,MA,Middlesex,42.3007,Framingham,-71.4255
1702,MA,Middlesex,42.2822,Framingham,-71.4339
1703,MA,Middlesex,42.4464,Framingham,-71.4594
1704,MA,Middlesex,42.4464,Framingham,-71.4594
1705,MA,Middlesex,42.4464,Framingham,-71.4594
1718,MA,Middlesex,42.4851,Acton,-71.4328
1719,MA,Middlesex,42.4884,Boxborough,-71.5178
1720,MA,Middlesex,42.4751,Acton,-71.4483
1721,MA,Middlesex,42.2539,Ashland,-71.4583
1730,MA,Middlesex,42.4843,Bedford,-71.2768
1731,MA,Middlesex,42.4567,Hanscom Afb,-71.2795
1740,MA,Worcester,42.4365,Bolton,-71.6076
1741,MA,Middlesex,42.5286,Carlisle,-71.3519
1742,MA,Middlesex,42.4567,Concord,-71.3747
1745,MA,Worcester,42.2934,Fayville,-71.5028
1746,MA,Middlesex,42.2026,Holliston,-71.4361
1747,MA,Worcester,42.1268,Hopedale,-71.5376
1748,MA,Middlesex,42.219,Hopkinton,-71.5302
1749,MA,Middlesex,42.3918,Hudson,-71.5609
1752,MA,Middlesex,42.3509,Marlborough,-71.5434
1754,MA,Middlesex,42.4321,Maynard,-71.455
1756,MA,Worcester,42.0967,Mendon,-71.5499
1757,MA,Worcester,42.1511,Milford,-71.5274
1760,MA,Middlesex,42.2875,Natick,-71.3574
1770,MA,Middlesex,42.2331,Sherborn,-71.3787
1772,MA,Worcester,42.2939,Southborough,-71.532
1773,MA,Middlesex,42.4217,Lincoln,-71.3137
1775,MA,Middlesex,42.4308,Stow,-71.515
1776,MA,Middlesex,42.3837,Sudbury,-71.4282
1778,MA,Middlesex,42.3486,Wayland,-71.3588
1784,MA,Middlesex,42.2376,Woodville,-71.562
1801,MA,Middlesex,42.4829,Woburn,-71.1574
1803,MA,Middlesex,42.5089,Burlington,-71.2004
1805,MA,Middlesex,42.5048,Burlington,-71.1956
1810,MA,Essex,42.6496,Andover,-71.1565
1812,MA,Essex,42.6472,Andover,-71.1842
1813,MA,Middlesex,42.4793,Woburn,-71.1523
1815,MA,Middlesex,42.4793,Woburn,-71.1523
1821,MA,Middlesex,42.5519,Billerica,-71.2518
1822,MA,Middlesex,42.5584,Billerica,-71.2689
1824,MA,Middlesex,42.5911,Chelmsford,-71.3556
1826,MA,Middlesex,42.6764,Dracut,-71.3186
1827,MA,Middlesex,42.6739,Dunstable,-71.4952
1830,MA,Essex,42.7856,Haverhill,-71.0721
1831,MA,Essex,42.7711,Haverhill,-71.1221
1832,MA,Essex,42.7792,Haverhill,-71.1095
1833,MA,Essex,42.7281,Georgetown,-70.9822
1834,MA,Essex,42.753,Groveland,-71.027
1835,MA,Essex,42.7528,Haverhill,-71.0843
1840,MA,Essex,42.708,Lawrence,-71.1638
1841,MA,Essex,42.7115,Lawrence,-71.167
1842,MA,Essex,42.707,Lawrence,-71.1631
1843,MA,Essex,42.6911,Lawrence,-71.1605
1844,MA,Essex,42.728,Methuen,-71.181
1845,MA,Essex,42.6826,North Andover,-71.109
1850,MA,Middlesex,42.656,Lowell,-71.3051
1851,MA,Middlesex,42.6315,Lowell,-71.3329
1852,MA,Middlesex,42.6344,Lowell,-71.2983
1853,MA,Middlesex,42.6334,Lowell,-71.3162
1854,MA,Middlesex,42.6493,Lowell,-71.3355
1860,MA,Essex,42.8346,Merrimac,-71.0047
1862,MA,Middlesex,42.5757,North Billerica,-71.2902
1863,MA,Middlesex,42.6347,North Chelmsford,-71.3908
1864,MA,Middlesex,42.5819,North Reading,-71.0947
1865,MA,Middlesex,42.5379,Nutting Lake,-71.2689
1866,MA,Middlesex,42.5293,Pinehurst,-71.2281
1867,MA,Middlesex,42.528,Reading,-71.109
1876,MA,Middlesex,42.6028,Tewksbury,-71.2232
1879,MA,Middlesex,42.6724,Tyngsboro,-71.4158
1880,MA,Middlesex,42.5009,Wakefield,-71.0685
1885,MA,Essex,42.707,West Boxford,-71.0639
1886,MA,Middlesex,42.5864,Westford,-71.4401
1887,MA,Middlesex,42.5581,Wilmington,-71.1723
1888,MA,Middlesex,42.4793,Woburn,-71.1523
1889,MA,Middlesex,42.5716,North Reading,-71.1096
1890,MA,Middlesex,42.453,Winchester,-71.1441
1899,MA,Essex,42.6584,Andover,-71.137
1901,MA,Essex,42.4612,Lynn,-70.9467
1902,MA,Essex,42.4698,Lynn,-70.942
1903,MA,Essex,42.4668,Lynn,-70.9495
1904,MA,Essex,42.4889,Lynn,-70.9647
1905,MA,Essex,42.4694,Lynn,-70.9728
1906,MA,Essex,42.4633,Saugus,-71.0111
1907,MA,Essex,42.4746,Swampscott,-70.9098
1908,MA,Essex,42.4261,Nahant,-70.9277
1910,MA,Essex,42.4548,Lynn,-70.9747
1913,MA,Essex,42.8559,Amesbury,-70.9367
1915,MA,Essex,42.5608,Beverly,-70.8759
1921,MA,Essex,42.6797,Boxford,-71.0114
1922,MA,Essex,42.7568,Byfield,-70.9351
1923,MA,Essex,42.5694,Danvers,-70.9425
1929,MA,Essex,42.6286,Essex,-70.7828
1930,MA,Essex,42.6208,Gloucester,-70.6721
1931,MA,Essex,42.6159,Gloucester,-70.662
1936,MA,Essex,42.6354,Hamilton,-70.8791
1937,MA,Essex,42.6354,Hathorne,-70.8791
1938,MA,Essex,42.6809,Ipswich,-70.8494
1940,MA,Essex,42.5327,Lynnfield,-71.0339
1944,MA,Essex,42.5796,Manchester,-70.7674
1945,MA,Essex,42.4984,Marblehead,-70.8653
1949,MA,Essex,42.5942,Middleton,-71.013
1950,MA,Essex,42.813,Newburyport,-70.8847
1951,MA,Essex,42.7835,Newbury,-70.8474
1952,MA,Essex,42.8507,Salisbury,-70.8588
1960,MA,Essex,42.5326,Peabody,-70.9612
1961,MA,Essex,42.6354,Peabody,-70.8791
1965,MA,Essex,42.5581,Prides Crossing,-70.8257
1966,MA,Essex,42.658,Rockport,-70.6194
1969,MA,Essex,42.7138,Rowley,-70.907
1970,MA,Essex,42.5151,Salem,-70.9003
1971,MA,Essex,42.6354,Salem,-70.8791
1982,MA,Essex,42.6185,South Hamilton,-70.8561
1983,MA,Essex,42.6415,Topsfield,-70.9488
1984,MA,Essex,42.6017,Wenham,-70.8786
1985,MA,Essex,42.7949,West Newbury,-70.9778
2018,MA,Plymouth,42.1745,Accord,-70.8837
2019,MA,Norfolk,42.0746,Bellingham,-71.4768
2020,MA,Plymouth,42.0818,Brant Rock,-70.6439
2021,MA,Norfolk,42.1645,Canton,-71.1355
2025,MA,Norfolk,42.2395,Cohasset,-70.8128
2026,MA,Norfolk,42.2437,Dedham,-71.1637
2027,MA,Norfolk,42.18,Dedham,-71.0892
2030,MA,Norfolk,42.2362,Dover,-71.2854
2032,MA,Norfolk,42.1532,East Walpole,-71.2179
2035,MA,Norfolk,42.0649,Foxboro,-71.2441
2038,MA,Norfolk,42.0935,Franklin,-71.4058
2040,MA,Plymouth,42.1793,Greenbush,-70.7495
2041,MA,Plymouth,42.0696,Green Harbor,-70.6491
2043,MA,Plymouth,42.2245,Hingham,-70.8911
2044,MA,Plymouth,42.2418,Hingham,-70.8898
2045,MA,Plymouth,42.2853,Hull,-70.8754
2047,MA,Plymouth,42.1428,Humarock,-70.6935
2048,MA,Bristol,42.0212,Mansfield,-71.2178
2050,MA,Plymouth,42.1062,Marshfield,-70.6993
2051,MA,Plymouth,42.1512,Marshfield Hills,-70.7341
2052,MA,Norfolk,42.1845,Medfield,-71.3048
2053,MA,Norfolk,42.1514,Medway,-71.4217
2054,MA,Norfolk,42.1669,Millis,-71.3607
2055,MA,Plymouth,42.2404,Minot,-70.762
2056,MA,Norfolk,42.1177,Norfolk,-71.3269
2059,MA,Plymouth,42.1432,North Marshfield,-70.7703
2060,MA,Plymouth,42.219,North Scituate,-70.7856
2061,MA,Plymouth,42.1596,Norwell,-70.8217
2062,MA,Norfolk,42.1868,Norwood,-71.2033
2065,MA,Plymouth,42.0972,Ocean Bluff,-70.6516
2066,MA,Plymouth,42.2032,Scituate,-70.7525
2067,MA,Norfolk,42.1094,Sharon,-71.1759
2070,MA,Norfolk,42.0348,Sheldonville,-71.387
2071,MA,Norfolk,42.0992,South Walpole,-71.2752
2072,MA,Norfolk,42.1253,Stoughton,-71.1074
2081,MA,Norfolk,42.1444,Walpole,-71.2544
2090,MA,Norfolk,42.2148,Westwood,-71.2104
2093,MA,Norfolk,42.0617,Wrentham,-71.3396
2108,MA,Suffolk,42.3576,Boston,-71.0684
2109,MA,Suffolk,42.36,Boston,-71.0545
2110,MA,Suffolk,42.3576,Boston,-71.0514
2111,MA,Suffolk,42.3503,Boston,-71.0629
2112,MA,Suffolk,42.3584,Boston,-71.0598
2113,MA,Suffolk,42.3657,Boston,-71.056
2114,MA,Suffolk,42.3611,Boston,-71.0682
2115,MA,Suffolk,42.3427,Boston,-71.0922
2116,MA,Suffolk,42.3492,Boston,-71.0768
2117,MA,Suffolk,42.3585,Boston,-71.058
2118,MA,Suffolk,42.3362,Boston,-71.0729
2119,MA,Suffolk,42.3251,Roxbury,-71.0953
2120,MA,Suffolk,42.3307,Roxbury Crossing,-71.0912
2121,MA,Suffolk,42.2973,Dorchester,-71.0745
2122,MA,Suffolk,42.2973,Dorchester,-71.0745
2123,MA,Suffolk,42.3389,Boston,-70.9196
2124,MA,Suffolk,42.2918,Dorchester Center,-71.0717
2125,MA,Suffolk,42.2973,Dorchester,-71.0745
2126,MA,Suffolk,42.2739,Mattapan,-71.0939
2127,MA,Suffolk,42.3347,Boston,-71.0375
2128,MA,Suffolk,42.3642,Boston,-71.0257
2129,MA,Suffolk,42.3778,Charlestown,-71.0627
2130,MA,Suffolk,42.3126,Jamaica Plain,-71.1115
2131,MA,Suffolk,42.2836,Roslindale,-71.1295
2132,MA,Suffolk,42.2787,West Roxbury,-71.1589
2133,MA,Suffolk,42.3584,Boston,-71.0598
2134,MA,Suffolk,42.3535,Allston,-71.1329
2135,MA,Suffolk,42.3478,Brighton,-71.1566
2136,MA,Suffolk,42.254,Hyde Park,-71.1261
2137,MA,Suffolk,42.2404,Readville,-71.137
2138,MA,Middlesex,42.377,Cambridge,-71.1256
2139,MA,Middlesex,42.3647,Cambridge,-71.1042
2140,MA,Middlesex,42.3932,Cambridge,-71.1338
2141,MA,Middlesex,42.3687,Cambridge,-71.0836
2142,MA,Middlesex,42.362,Cambridge,-71.083
2143,MA,Middlesex,42.3829,Somerville,-71.1028
2144,MA,Middlesex,42.4003,Somerville,-71.1221
2145,MA,Middlesex,42.3907,Somerville,-71.0929
2148,MA,Middlesex,42.4291,Malden,-71.0605
2149,MA,Middlesex,42.4112,Everett,-71.0514
2150,MA,Suffolk,42.3963,Chelsea,-71.0325
2151,MA,Suffolk,42.4138,Revere,-71.0052
2152,MA,Suffolk,42.3763,Winthrop,-70.98
2153,MA,Middlesex,42.4184,Medford,-71.1062
2155,MA,Middlesex,42.4173,Medford,-71.1087
2156,MA,Middlesex,42.4223,West Medford,-71.1328
2163,MA,Suffolk,42.3253,Boston,-71.1122
2169,MA,Norfolk,42.2491,Quincy,-70.9978
2170,MA,Norfolk,42.2671,Quincy,-71.0186
2171,MA,Norfolk,42.2825,Quincy,-71.0241
2176,MA,Middlesex,42.4581,Melrose,-71.0632
2180,MA,Middlesex,42.4828,Stoneham,-71.0978
2184,MA,Norfolk,42.2093,Braintree,-70.9963
2185,MA,Norfolk,42.18,Braintree,-71.0892
2186,MA,Norfolk,42.2537,Milton,-71.0771
2187,MA,Norfolk,42.2668,Milton Village,-71.0717
2188,MA,Norfolk,42.2113,Weymouth,-70.9582
2189,MA,Norfolk,42.214,East Weymouth,-70.9203
2190,MA,Norfolk,42.1751,South Weymouth,-70.9495
2191,MA,Norfolk,42.2459,North Weymouth,-70.9467
2196,MA,Suffolk,42.3584,Boston,-71.0598
2199,MA,Suffolk,42.3479,Boston,-71.0825
2201,MA,Suffolk,42.3584,Boston,-71.0598
2203,MA,Suffolk,42.3615,Boston,-71.0604
2204,MA,Suffolk,42.3389,Boston,-70.9196
2205,MA,Suffolk,42.3503,Boston,-71.0539
2206,MA,Suffolk,42.3389,Boston,-70.9196
2210,MA,Suffolk,42.3489,Boston,-71.0465
2211,MA,Suffolk,42.3584,Boston,-71.0598
2212,MA,Middlesex,42.3584,Boston,-71.0598
2215,MA,Suffolk,42.3471,Boston,-71.1027
2217,MA,Suffolk,42.3389,Boston,-70.9196
2222,MA,Suffolk,42.3644,Boston,-71.0633
2238,MA,Middlesex,42.3751,Cambridge,-71.1056
2241,MA,Suffolk,42.3584,Boston,-71.0598
2266,MA,Suffolk,42.3584,Boston,-71.0598
2269,MA,Norfolk,42.2529,Quincy,-71.0023
2283,MA,Suffolk,42.3389,Boston,-70.9196
2284,MA,Suffolk,42.3389,Boston,-70.9196
2293,MA,Suffolk,42.3584,Boston,-71.0598
2297,MA,Suffolk,42.3584,Boston,-71.0598
2298,MA,Suffolk,42.3823,Boston,-71.0323
2301,MA,Plymouth,42.0794,Brockton,-71.04
2302,MA,Plymouth,42.0847,Brockton,-71.0002
2303,MA,Plymouth,42.0834,Brockton,-71.0184
2304,MA,Plymouth,42.0834,Brockton,-71.0184
2305,MA,Plymouth,42.0834,Brockton,-71.0184
2322,MA,Norfolk,42.1258,Avon,-71.0437
2324,MA,Plymouth,41.9773,Bridgewater,-70.9723
2325,MA,Plymouth,41.9873,Bridgewater,-70.9728
2327,MA,Plymouth,42.0407,Bryantville,-70.8272
2330,MA,Plymouth,41.8883,Carver,-70.7678
2331,MA,Plymouth,41.9705,Duxbury,-70.7014
2332,MA,Plymouth,42.0399,Duxbury,-70.7163
2333,MA,Plymouth,42.0315,East Bridgewater,-70.945
